time,yaw,left_pos,right_pos,left_vel,right_vel,auto,enabled,bb_irq_ts,corner_pos,corner_send_ts,corner_detect_ts,corner_detect_nt_ts,tof_first_ts,tof_ts,tof_dist,tof_nt_ts,tof_fpga_ts,shoot_counter
732.628,,,,0.005,,,,,3.323,,,,1406.455,1406.480,invalid,732.607,732.609
732.648,,,,,,,,,,,,,,,,,732.629
732.668,,,,,,,,,,,,,1406.480,1406.503,invalid,732.631,732.649
732.688,,,,,,,,,,,,,1406.503,1406.527,invalid,732.654,732.669
732.708,,,,,,,,,,,,,1406.527,1406.552,invalid,732.679,732.689
732.728,,,,,,,,,,,,,1406.552,1406.575,invalid,732.703,732.709
732.748,,,,,,,,,,,,,,,,,732.729
732.768,,,,,,,,,,,,,1406.575,1406.602,invalid,732.729,732.749
732.788,,,,,,,,,,,,,1406.602,1406.625,invalid,732.753,732.769
732.808,,,,,,,,,,,,,1406.625,1406.649,,732.776,732.788
732.828,,,,,,,,,,,,,1406.649,1406.674,invalid,732.801,732.809
732.848,,,,,,,,,,,,,1406.674,1406.697,,732.825,732.829
732.868,,,,,,,,,,,,,,,,,732.849
