time,yaw,left_pos,right_pos,left_vel,right_vel,auto,enabled,bb_irq_ts,corner_pos,corner_send_ts,corner_detect_ts,corner_detect_nt_ts,tof_first_ts,tof_ts,tof_dist,tof_nt_ts,tof_fpga_ts,shoot_counter
2082.770,-0.004,,,,0.005
2082.790,-0.002,,,,,,,,,,,,11062.388,11062.412,1096,2082.773,2082.771
2082.810,-0.001,,,,,,,,,,,,11062.412,11062.436,1101,2082.797,2082.791
2082.830,0.000,,12.733,,0.011
2082.850,0.001,,,,,,,,,,,,11062.436,11062.472,1112,2082.833,2082.831
2082.870,0.001,,12.734,,,,,,,,,,11062.472,11062.493,1123,2082.854,2082.851
2082.890,0.001,,,,0.016,,,,,,,,11062.493,11062.520,1116,2082.881,2082.871
2082.910,0.000,,,,,,,,,,,,11062.520,11062.542,1113,2082.904,2082.890
2082.930,-0.001,,,,,,,,,,,,11062.543,11062.567,1115,2082.928,2082.911
2082.950,-0.000
2082.970,0.001,,,,,,,,,,,,11062.567,11062.591,1117,2082.952,2082.950
2082.990,0.001,,,,,,,,,,,,11062.591,11062.615,1114,2082.977,2082.970
2083.010,0.002,,,,0.011,,,,,,,,11062.615,11062.640,1114,2083.001,2082.990
2083.030,0.002,,,,,,,,,,,,11062.640,11062.665,1119,2083.026,2083.011
2083.050,,,,,,,,,,,,,11062.665,11062.688,1118,2083.049,2083.031
2083.070,0.001,,,,0.005
2083.090,0.001,,,,,,,,,,,,11062.688,11062.713,1117,2083.074,2083.071
2083.110,-0.000,,,,,,,,,,,,11062.713,11062.737,1114,2083.099,2083.091
