time,yaw,left_pos,right_pos,left_vel,right_vel,auto,enabled,bb_irq_ts,corner_pos,corner_send_ts,corner_detect_ts,corner_detect_nt_ts,tof_first_ts,tof_ts,tof_dist,tof_nt_ts,tof_fpga_ts,shoot_counter
36.782,-0.011,-1.562,-1.428,0.016,0.021,,,,,,,,9016.347,9016.373,805,36.750,36.762
36.802,-0.011,-1.558,-1.424,,,,,,,,,,9016.373,9016.397,809,36.775,36.782
36.822,,-1.553,-1.419,0.042,0.047,,,,,,,,9016.397,9016.424,805,36.801,36.802
36.842,-0.011,-1.548,-1.413,0.074,0.079
36.862,-0.011,-1.542,-1.407,,,,,,,,,,9016.424,9016.449,778,36.826,36.842
36.882,-0.011,-1.534,-1.399,0.111,0.121,,,,,,,,9016.449,9016.476,775,36.852,36.862
36.902,-0.011,-1.527,-1.391,0.158,0.169,,,,,,,,9016.476,9016.500,762,36.877,36.882
36.922,-0.010,-1.519,-1.383
36.942,-0.010,-1.511,-1.374,0.211,0.221,,,,,,,,9016.500,9016.526,750,36.904,36.922
36.962,-0.010,-1.502,-1.366,,,,,,,,,,9016.526,9016.553,741,36.930,36.942
36.982,-0.010,-1.492,-1.357,0.263,0.274,,,,,,,,9016.553,9016.578,727,36.955,36.962
37.002,-0.011,-1.483,-1.347,0.321,0.332,,,,,,,,9016.578,9016.604,715,36.981,36.982
37.022,-0.012,-1.474,-1.340
37.042,-0.012,-1.465,-1.330,0.364,0.369,,,,,,,,9016.604,9016.629,708,37.006,37.022
37.062,-0.012,-1.455,-1.321,0.395,0.395,,,,,,,,9016.629,9016.655,694,37.032,37.042
37.082,-0.013,-1.446,-1.312,,,,,,,,,,9016.655,9016.680,700,37.057,37.062
37.102,-0.013,-1.437,-1.303,0.421,0.421,,,,,,,,9016.680,9016.706,674,37.084,37.082
37.122,-0.013,-1.428,-1.293,0.443,0.437
37.142,-0.014,-1.419,-1.284,,,,,,,,,,9016.706,9016.731,669,37.108,37.122
37.162,-0.014,-1.409,-1.276,0.453,0.443,,,,,,,,9016.731,9016.758,660,37.135,37.143
37.182,-0.014,-1.400,-1.266,0.458,0.448,,,,,,,,9016.758,9016.782,649,37.160,37.162
37.202,-0.014,-1.391,-1.258
37.222,-0.014,-1.382,-1.249,0.464,0.453,,,,,,,,9016.782,9016.809,648,37.186,37.202
