time,yaw,left_pos,right_pos,left_vel,right_vel,auto,enabled,bb_irq_ts,corner_pos,corner_send_ts,corner_detect_ts,corner_detect_nt_ts,tof_first_ts,tof_ts,tof_dist,tof_nt_ts,tof_fpga_ts,shoot_counter
1883.770,-0.008,,6.571,,0.005,,,,,,,,10863.369,10863.393,1113,1883.754,1883.751
1883.790,-0.005,,6.574,,0.011,,,,,,,,10863.393,10863.419,1113,1883.781,1883.771
1883.810,-0.002,,6.575
1883.830,-0.001,,,,0.021,,,,,,,,10863.419,10863.458,1114,1883.820,1883.811
1883.850,-0.000,,6.576,,0.026
1883.870,,,,,,,,,,,,,10863.458,10863.491,1112,1883.852,1883.851
1883.890,-0.001,,,,,,,,,,,,10863.491,10863.516,1106,1883.877,1883.870
1883.910,-0.002,,,,,,,,,,,,10863.516,10863.541,1101,1883.902,1883.891
1883.930,-0.003
1883.950,-0.005,,,,,,,,,,,,10863.541,10863.565,1112,1883.927,1883.930
1883.970,-0.006,,,,,,,,,,,,10863.565,10863.589,1101,1883.950,1883.950
1883.990,-0.008,,,,,,,,,,,,10863.589,10863.613,1100,1883.975,1883.971
1884.010,-0.009,,,,0.021,,,,,,,,10863.613,10863.639,1113,1884.000,1883.990
1884.030,-0.010,,,,,,,,,,,,10863.639,10863.661,1110,1884.023,1884.011
1884.050,-0.011,,,,0.016
1884.070,-0.012,,,,0.005,,,,,,,,10863.661,10863.687,1107,1884.048,1884.051
1884.090,-0.013,,,,,,,,,,,,10863.687,10863.711,1102,1884.072,1884.071
