time,yaw,left_pos,right_pos,left_vel,right_vel,auto,enabled,bb_irq_ts,corner_pos,corner_send_ts,corner_detect_ts,corner_detect_nt_ts,tof_first_ts,tof_ts,tof_dist,tof_nt_ts,tof_fpga_ts,shoot_counter
1175.400,,-2.007,-1.959,0.005,0.005,,,,,,,,10154.996,10155.021,1128,1175.382,1175.381
1175.420,-0.017,-2.002,-1.953,,,,,,,,,,10155.021,10155.044,1140,1175.405,1175.401
1175.440,-0.016,-1.997,-1.948,0.037,0.037
1175.461,,-1.993,-1.943,,,,,,,,,,10155.044,10155.067,1142,1175.428,1175.441
1175.480,-0.016,-1.988,-1.937,0.063,0.068,,,,,,,,10155.067,10155.092,1145,1175.453,1175.461
1175.501,-0.016,-1.981,-1.932,0.100,0.100,,,,,,,,10155.092,10155.116,1121,1175.478,1175.481
1175.520,-0.016,-1.974,-1.924,,,,,,,,,,10155.116,10155.142,1139,1175.503,1175.501
1175.540,,-1.966,-1.918,0.142,0.142
1175.560,,-1.959,-1.908,0.190,0.195,,,,,,,,10155.142,10155.166,1127,1175.527,1175.541
1175.580,,-1.951,-1.901,,,,,,,,,,10155.166,10155.189,1111,1175.551,1175.561
1175.600,-0.016,-1.941,-1.891,0.242,0.248,,,,,,,,10155.189,10155.214,1119,1175.576,1175.581
1175.620,,-1.934,-1.883,0.300,0.306,,,,,,,,10155.214,10155.237,1110,1175.599,1175.601
1175.640,-0.017,-1.924,-1.874,,,,,,,,,,10155.237,10155.264,1095,1175.625,1175.621
1175.660,-0.017,-1.915,-1.865,0.353,0.353
1175.680,-0.017,-1.906,-1.857,,0.374,,,,,,,,10155.264,10155.287,1087,1175.648,1175.661
1175.700,-0.017,-1.897,-1.848,0.374,,,,,,,,,10155.287,10155.312,1073,1175.673,1175.681
1175.720,-0.018,-1.887,-1.839,0.406,0.400,,,,,,,,10155.312,10155.335,1074,1175.696,1175.701
1175.740,,-1.878,-1.829,,,,,,,,,,10155.335,10155.360,1044,1175.721,1175.721
1175.760,-0.017,-1.869,-1.820,0.427,0.427
