time,yaw,left_pos,right_pos,left_vel,right_vel,auto,enabled,bb_irq_ts,corner_pos,corner_send_ts,corner_detect_ts,corner_detect_nt_ts,tof_first_ts,tof_ts,tof_dist,tof_nt_ts,tof_fpga_ts,shoot_counter
14.796,,-0.886,-0.421,0.005,0.005,,,,,,,,,,,,14.776
14.815,0.037,-0.881,-0.418,0.042,0.037,,,,,,,,6696.812,6696.837,invalid,14.780,14.797
14.835,0.038,-0.877,-0.412,,,,,,,,,,6696.837,6696.863,invalid,14.806,14.816
14.855,,-0.871,-0.407,0.068,0.068,,,,,,,,6696.863,6696.888,invalid,14.831,14.836
14.875,0.038,-0.865,-0.400,0.105,0.100,,,,,,,,,,,,14.856
14.895,,-0.859,-0.394,,,,,,,,,,6696.888,6696.914,invalid,14.857,14.877
14.915,,-0.851,-0.387,0.148,0.142,,,,,,,,6696.915,6696.939,invalid,14.882,14.897
14.935,,-0.843,-0.379,0.195,0.190,,,,,,,,6696.939,6696.965,invalid,14.908,14.916
14.955,0.038,-0.834,-0.370,,,,,,,,,,6696.965,6696.990,invalid,14.933,14.936
14.975,0.038,-0.826,-0.362,0.248,0.242,,,,,,,,,,,,14.956
14.995,0.038,-0.817,-0.353,,0.300,,,,,,,,6696.990,6697.017,invalid,14.960,14.976
15.015,0.038,-0.807,-0.344,0.306,,,,,,,,,6697.017,6697.042,invalid,14.984,14.996
15.035,0.037,-0.798,-0.336,0.358,0.348,,,,,,,,6697.042,6697.068,invalid,15.011,15.016
15.055,0.037,-0.789,-0.327,,,,,,,,,,6697.068,6697.093,invalid,15.036,15.037
15.075,0.036,-0.780,-0.317,0.379,0.369,,,,,,,,,,,,15.056
15.095,0.035,-0.771,-0.308,0.411,0.395,,,,,,,,6697.093,6697.119,invalid,15.062,15.076
15.115,0.035,-0.761,-0.300,,,,,,,,,,6697.119,6697.146,invalid,15.088,15.096
15.135,0.035,-0.752,-0.291,0.432,0.421,,,,,,,,6697.146,6697.170,invalid,15.113,15.116
15.155,0.035,-0.743,-0.282,0.448,0.437,,,,,,,,,,,,15.137
15.175,0.035,-0.734,-0.273,,,,,,,,,,6697.170,6697.197,invalid,15.140,15.156
15.196,0.034,-0.723,-0.263,0.458,0.448,,,,,,,,6697.197,6697.222,,15.164,15.176
15.215,0.034,-0.714,-0.254,0.464,0.448,,,,,,,,6697.222,6697.248,invalid,15.191,15.197
