time,yaw,left_pos,right_pos,left_vel,right_vel,auto,enabled,bb_irq_ts,corner_pos,corner_send_ts,corner_detect_ts,corner_detect_nt_ts,tof_first_ts,tof_ts,tof_dist,tof_nt_ts,tof_fpga_ts,shoot_counter
2080.010,-0.029,12.799,,0.005,,,,,,,,,11059.615,11059.642,1119,2080.003,2079.990
2080.030,-0.029,,,,,,,,,,,,11059.642,11059.666,1119,2080.028,2080.010
2080.050,-0.029
2080.070,-0.029,,,,,,,,,,,,11059.666,11059.689,1121,2080.051,2080.051
2080.090,-0.027,,,,,,,,,,,,11059.689,11059.714,1123,2080.076,2080.071
2080.110,-0.027,,,,,,,,,,,,11059.714,11059.739,1122,2080.100,2080.091
2080.130,-0.026,,,,,,,,,,,,11059.739,11059.763,1118,2080.124,2080.111
2080.150,-0.025
2080.170,-0.025,,,,,,,,,,,,11059.763,11059.797,1111,2080.158,2080.150
2080.190,-0.025,,,,,,,,,,,,11059.797,11059.819,1115,2080.181,2080.170
2080.210,-0.025,,,,,,,,,,,,11059.819,11059.843,1114,2080.204,2080.190
2080.230,-0.025
2080.250,-0.026,,,,,,,,,,,,11059.843,11059.868,1112,2080.229,2080.230
