time,yaw,left_pos,right_pos,left_vel,right_vel,auto,enabled,bb_irq_ts,corner_pos,corner_send_ts,corner_detect_ts,corner_detect_nt_ts,tof_first_ts,tof_ts,tof_dist,tof_nt_ts,tof_fpga_ts,shoot_counter
2135.570,-0.006,12.806,12.742,0.021,0.026,,,,,,,,11115.184,11115.207,1108,2135.568,2135.551
2135.590,-0.006,12.812,12.750
2135.610,-0.006,12.817,12.756,0.068,0.074,,,,,,,,11115.207,11115.231,1109,2135.593,2135.591
2135.630,-0.006,12.821,12.761,0.095,0.105,,,,,,,,11115.231,11115.257,1112,2135.618,2135.611
2135.650,-0.006,12.828,12.766,,,,,,,,,,11115.257,11115.281,1115,2135.643,2135.630
2135.670,-0.006,12.833,12.773,0.132,0.137,,,,,,,,11115.281,11115.305,1116,2135.666,2135.650
2135.690,-0.006,12.840,12.779,,,,,,,,,,11115.305,11115.329,1114,2135.691,2135.671
2135.710,-0.006,12.848,12.787,0.169,0.179
2135.730,-0.006,12.856,12.795,0.221,0.227,,,,,,,,11115.329,11115.353,1114,2135.714,2135.710
2135.750,-0.005,12.864,12.803,,,,,,,,,,11115.353,11115.377,1115,2135.739,2135.731
2135.770,,12.873,12.812,0.274,0.279,,,,,,,,11115.377,11115.402,1112,2135.763,2135.750
2135.790,,12.882,12.821,0.327,0.337,,,,,,,,11115.402,11115.427,1109,2135.788,2135.771
2135.810,-0.005,12.891,12.831
2135.830,-0.006,12.900,12.839,0.364,0.364,,,,,,,,11115.427,11115.450,1107,2135.812,2135.811
2135.850,-0.006,12.910,12.848,0.374,0.374,,,,,,,,11115.450,11115.475,1101,2135.836,2135.831
2135.870,-0.007,12.919,12.857,,,,,,,,,,11115.475,11115.498,1093,2135.860,2135.851
2135.890,-0.007,12.928,12.866,0.406,0.400
2135.910,-0.008,12.937,12.875,0.427,0.427,,,,,,,,11115.498,11115.539,1042,2135.900,2135.891
2135.930,-0.008,12.947,12.885,,,,,,,,,,11115.539,11115.563,1046,2135.925,2135.910
2135.950,-0.009,12.956,12.894,0.448,0.437,,,,,,,,11115.563,11115.589,1032,2135.950,2135.930
2135.970,-0.009,12.966,12.902
2135.990,-0.010,12.975,12.911,0.453,0.448,,,,,,,,11115.589,11115.611,1019,2135.973,2135.970
2136.010,-0.010,12.985,12.920,0.464,0.453,,,,,,,,11115.611,11115.637,975,2135.998,2135.990
2136.030,-0.010,12.994,12.929,,,,,,,,,,11115.637,11115.661,980,2136.023,2136.010
2136.050,-0.010,13.003,12.940,0.469,,,,,,,,,11115.661,11115.685,933,2136.046,2136.031
2136.070,-0.011,13.014,12.948,,0.458,,,,,,,,11115.685,11115.709,1033,2136.071,2136.051
2136.090,,13.023,12.957
2136.110,-0.011,13.032,12.968,,,,,,,,,,11115.709,11115.732,899,2136.094,2136.091
2136.130,-0.011,13.041,12.977,,,,,,,,,,11115.732,11115.759,1008,2136.120,2136.110
2136.150,,13.051,12.986,,,,,,,,,,11115.759,11115.782,998,2136.144,2136.130
2136.170,-0.011,13.060,12.995,,,,,,,,,,11115.782,11115.807,831,2136.168,2136.150
2136.190,-0.012,13.069,13.004
2136.210,-0.012,13.080,13.014,0.474,0.464,,,,,,,,11115.807,11115.830,828,2136.192,2136.191
2136.230,-0.013,13.089,13.023,,,,,,,,,,11115.830,11115.855,795,2136.217,2136.210
2136.250,-0.013,13.098,13.032,,,,,,,,,,11115.855,11115.878,775,2136.240,2136.231
2136.270,-0.013,13.107,13.041,0.469,,,,,,,,,11115.878,11115.903,751,2136.264,2136.250
2136.290,-0.013,13.116,13.051,0.469,,,,,,,,,11115.903,11115.927,733,2136.288,2136.271
2136.310,-0.014,13.126,13.060
2136.330,-0.014,13.136,13.069,,,,,,,,,,11115.927,11115.953,729,2136.314,2136.311
2136.350,-0.014,13.145,13.078,0.474,,,,,,,,,11115.953,11115.978,704,2136.339,2136.331
2136.370,-0.015,13.155,13.087,,,,,,,,,,11115.978,11116.001,660,2136.362,2136.351
2136.390,-0.016,13.164,13.097,,,,,,,,,,11116.001,11116.025,649,2136.387,2136.371
2136.410,-0.016,13.173,13.106
2136.430,-0.017,13.184,13.115,,,,,,,,,,11116.025,11116.051,627,2136.412,2136.410
2136.450,,13.193,13.124,0.469,,,,,,,,,11116.051,11116.073,612,2136.435,2136.430
2136.470,-0.017,13.202,13.134,,,,,,,,,,11116.073,11116.099,605,2136.460,2136.450
2136.490,-0.017,13.211,13.143,0.474,,,,,,,,,11116.099,11116.122,589,2136.483,2136.470
2136.510,-0.017,13.222,13.152,,,,,,,,,,11116.122,11116.146,563,2136.508,2136.490
2136.530,-0.017,13.231,13.162
2136.550,-0.018,13.240,13.170,,,,,,,,,,11116.146,11116.181,549,2136.542,2136.531
2136.570,,13.249,13.180,,,,,,,,,,11116.181,11116.204,524,2136.565,2136.551
2136.590,-0.018,13.259,13.189
2136.611,-0.018,13.268,13.199,,,,,,,,,,11116.204,11116.229,510,2136.590,2136.591
2136.630,-0.019,13.277,13.209,,,,,,,,,,11116.229,11116.254,488,2136.615,2136.611
2136.651,,13.288,13.218,,,,,,,,,,11116.254,11116.277,464,2136.638,2136.631
2136.670,-0.019,13.297,13.227,,,,,,,,,,11116.277,11116.302,445,2136.663,2136.652
2136.690,-0.020,13.306,13.236,,,,,,,,,,11116.302,11116.326,433,2136.688,2136.671
2136.710,,13.315,13.245
2136.730,-0.020,13.324,13.255,,,,,,,,,,11116.326,11116.352,408,2136.713,2136.711
2136.750,-0.020,13.335,13.264,,,,,,,,,,11116.352,11116.375,385,2136.736,2136.731
2136.770,-0.020,13.344,13.273,,,,,,,,,,11116.375,11116.399,368,2136.761,2136.750
2136.790,-0.020,13.353,13.282,,,,,,,,,,11116.399,11116.423,349,2136.784,2136.771,15
2136.810,-0.021,13.363,13.292
2136.830,-0.021,13.372,13.301,,,,,,,,,,11116.423,11116.449,333,2136.810,2136.811
2136.850,-0.021,13.382,13.310,0.469,,,,,,,,,11116.449,11116.473,320,2136.834,2136.831
2136.870,-0.021,13.392,13.319,,,,,,,,,,11116.473,11116.497,315,2136.859,2136.851
2136.890,-0.022,13.401,13.328,0.474,,,,,13.359,,,,11116.498,11116.520,316,2136.881,2136.871
2136.910,-0.022,13.410,13.338,,,,,,,,,,11116.520,11116.545,312,2136.906,2136.890
2136.930,-0.023,13.419,13.347,,,,,,,,,,11116.545,11116.569,313,2136.931,2136.911
2136.950,-0.023,13.429,13.356
2136.970,-0.024,13.439,13.365,,,,,,,,,,11116.569,11116.594,317,2136.956,2136.950
2136.990,-0.024,13.448,13.375,0.469,,,,,,,,,11116.594,11116.617,317,2136.979,2136.970
2137.010,-0.025,13.457,13.384,0.474,,,,,,,,,11116.617,11116.643,319,2137.004,2136.990
2137.030,-0.025,13.467,13.393,,,,,,,,,,11116.643,11116.665,314,2137.027,2137.010
2137.050,-0.026,13.477,13.402
2137.070,,13.486,13.413,,,,,,,,,,11116.665,11116.690,312,2137.052,2137.051
2137.090,-0.026,13.496,13.422,,,,,,,,,,11116.690,11116.715,316,2137.076,2137.071
2137.110,-0.026,13.505,13.431,,,,,,,,,,11116.715,11116.740,313,2137.101,2137.091
2137.130,,13.514,13.440,,,,,,,,,,11116.740,11116.763,319,2137.125,2137.110
2137.150,-0.026,13.523,13.450,,,,,,,,,,11116.763,11116.788,315,2137.149,2137.131
2137.170,,13.533,13.459
2137.190,-0.027,13.542,13.468,,,,,,,,,,11116.788,11116.812,319,2137.172,2137.171
2137.210,-0.027,13.551,13.477,,,,,,,,,,11116.812,11116.838,318,2137.199,2137.190
2137.230,-0.027,13.562,13.486,,,,,,,,,,11116.838,11116.860,318,2137.222,2137.211
2137.250,-0.027,13.571,13.496,,,,,,,,,,11116.860,11116.886,319,2137.247,2137.230
2137.270,-0.028,13.580,13.505,0.469,,,,,,,,,11116.886,11116.909,317,2137.271,2137.251
2137.290,-0.028,13.589,13.514,0.469
2137.310,,13.598,13.523,,,,,,,,,,11116.909,11116.935,320,2137.296,2137.291
2137.330,-0.028,13.609,13.533,,,,,,,,,,11116.935,11116.958,314,2137.319,2137.311
2137.350,-0.028,13.618,13.543,0.474,,,,,,,,,11116.958,11116.981,320,2137.343,2137.331
