time,yaw,left_pos,right_pos,left_vel,right_vel,auto,enabled,bb_irq_ts,corner_pos,corner_send_ts,corner_detect_ts,corner_detect_nt_ts,tof_first_ts,tof_ts,tof_dist,tof_nt_ts,tof_fpga_ts,shoot_counter
371.183,,,,0.005,,,,,,,,,7355.970,7355.995,289,371.151,371.163
371.203,-0.033,,,,,,,,,,,,7355.995,7356.020,284,371.176,371.183
371.223,-0.033,,,,,,,,,,,,7356.021,7356.047,285,371.203,371.203
371.243,-0.033
371.263,-0.033,,,,,,,,,,,,7356.047,7356.072,284,371.228,371.243
371.283,-0.034,,,,,,,,,,,,7356.072,7356.097,285,371.253,371.263
371.303,-0.034,,,,,,,,,,,,7356.097,7356.124,287,371.279,371.283
371.343,-0.034,,,,,,,,,,,,7356.124,7356.148,285,371.304,371.303
371.363,,,,,,,,,,,,,7356.149,7356.173,283,371.329,371.343
371.383,,,,,,,,,,,,,7356.174,7356.200,285,371.356,371.363
371.403,,,,,,,,,,,,,7356.201,7356.225,287,371.381,371.383
