time,yaw,left_pos,right_pos,left_vel,right_vel,auto,enabled,bb_irq_ts,corner_pos,corner_send_ts,corner_detect_ts,corner_detect_nt_ts,tof_first_ts,tof_ts,tof_dist,tof_nt_ts,tof_fpga_ts,shoot_counter
10.140,-0.023,3.101,3.310,0.026,,,,,,,,,2826.366,2826.393,invalid,10.106,10.122
10.161,-0.023,3.104,3.315,,0.037,,,,3.101,,,,2826.393,2826.418,invalid,10.131,10.141
10.180,-0.024,3.108,3.321,0.053,0.068,,,,3.104,,,,2826.418,2826.444,,10.157,10.163
10.200,,3.114,3.326,,,,,,3.108,,,,,,,,10.181
10.220,,3.119,3.331,0.084,0.100,,,,3.114,,,,2826.444,2826.470,invalid,10.184,10.202
10.240,,3.127,3.338,0.121,0.142,,,,3.119,,,,2826.470,2826.495,invalid,10.209,10.222
10.260,-0.023,3.133,3.346,,,,,,3.127,,,,2826.495,2826.522,invalid,10.235,10.242
10.280,-0.023,3.141,3.353,0.163,0.190,,,,3.133,,,,2826.522,2826.546,invalid,10.260,10.262
10.300,-0.022,3.149,3.363,0.216,0.237,,,,3.141,,,,,,,,10.282
10.320,-0.022,3.158,3.372,,,,,,3.149,,,,2826.546,2826.573,invalid,10.286,10.302
10.348,,3.168,3.380,0.269,0.295,,,,3.158,,,,2826.573,2826.598,invalid,10.311,10.322
10.360,-0.022,3.185,3.398,0.327,0.353,,,,3.168,,,,2826.598,2826.624,invalid,10.337,10.349
10.384,-0.023,,,,,,,,3.185,,,,,,,,10.362
10.400,-0.024,3.194,3.415,0.358,0.369,,,,,,,,2826.624,2826.649,invalid,10.362,10.385
10.420,-0.024,3.203,,,,,,,3.194,,,,2826.649,2826.675,invalid,10.389,10.402
10.440,-0.025,3.213,3.423,0.385,0.390,,,,3.203,,,,2826.675,2826.700,invalid,10.413,10.422
10.460,-0.025,3.222,3.432,0.416,0.416,,,,3.213,,,,2826.700,2826.726,invalid,10.440,10.442
10.480,-0.025,3.232,3.442,,,,,,3.222,,,,,,,,10.462
10.500,-0.026,3.241,3.451,0.437,0.427,,,,3.232,,,,2826.726,2826.751,invalid,10.465,10.482
10.520,-0.026,3.251,3.460,0.453,0.437,,,,3.241,,,,2826.751,2826.778,invalid,10.491,10.502
10.540,-0.027,3.260,3.469,,,,,,3.251,,,,2826.778,2826.802,invalid,10.516,10.522
10.560,-0.027,3.269,3.479,0.458,0.448,,,,3.260,,,,,,,,10.541
10.580,,3.278,3.486,0.464,,,,,3.269,,,,2826.802,2826.829,invalid,10.542,10.561
10.600,-0.027,3.288,3.496,,0.448,,,,3.278,,,,2826.829,2826.854,invalid,10.567,10.582
10.620,-0.027,3.297,3.505,,,,,,3.288,,,,2826.854,2826.880,invalid,10.593,10.602
10.640,,3.306,3.514,,,,,,3.297,,,,2826.880,2826.905,invalid,10.618,10.622
10.660,-0.028,3.317,3.523,,,,,,3.306,,,,,,,,10.641
10.680,-0.028,3.326,3.533,0.474,0.453,,,,3.317,,,,2826.905,2826.931,invalid,10.644,10.661
10.700,-0.028,3.335,3.542,,,,,,3.326,,,,2826.931,2826.956,invalid,10.669,10.682
10.720,,3.344,3.551,0.469,,,,,3.335,,,,2826.956,2826.982,invalid,10.696,10.701
10.740,,3.353,3.560,0.469,0.458,,,,3.344,,,,2826.982,2827.007,invalid,10.720,10.721
10.760,-0.028,3.363,3.569,,,,,,3.353,,,,,,,,10.741
10.780,-0.029,3.372,3.579,,,,,,3.363,,,,2827.007,2827.033,invalid,10.747,10.761
10.800,-0.029,3.381,3.588,,,,,,3.372,,,,2827.033,2827.058,invalid,10.772,10.782
10.820,-0.029,3.392,3.597,,,,,,3.381,,,,2827.058,2827.084,invalid,10.798,10.801
10.840,-0.030,3.401,3.606,,,,,,3.392,,,,,,,,10.822
10.860,,3.410,3.616,,,,,,3.401,,,,2827.085,2827.109,invalid,10.823,10.841
10.880,-0.031,3.419,3.625,,,,,,3.410,,,,2827.109,2827.136,invalid,10.849,10.861
10.901,-0.031,3.429,3.634,,,,,,3.419,,,,2827.136,2827.161,invalid,10.874,10.881
10.920,-0.032,3.438,3.643,,,,,,3.429,,,,2827.161,2827.187,invalid,10.900,10.902
10.941,-0.032,3.447,3.652,0.464,,,,,3.438,,,,,,,,10.921
10.960,-0.033,3.456,3.662,,,,,,3.447,,,,2827.187,2827.212,invalid,10.925,10.942
10.980,-0.033,3.465,3.671,,,,,,3.456,,,,2827.212,2827.238,invalid,10.951,10.962
11.000,-0.034,3.475,3.680,0.469,,,,,3.465,,,,2827.238,2827.264,invalid,10.978,10.981
11.020,,3.484,3.689,,,,,,3.475,,,,,,,,11.001
11.040,-0.034,3.493,3.699,,,,,,3.484,,,,2827.264,2827.289,invalid,11.003,11.021
11.060,-0.034,3.502,3.708,,,,,,3.493,,,,2827.289,2827.316,invalid,11.029,11.042
11.081,-0.035,3.512,3.717,,,,,,3.502,,,,2827.316,2827.340,invalid,11.054,11.062
11.100,-0.035,3.521,3.726,,,,,,3.512,,,,2827.341,2827.367,invalid,11.081,11.082
11.120,,3.530,3.735,0.464,,,,,3.521,,,,,,,,11.101
11.140,,3.539,3.743,,,,,,3.530,,,,2827.367,2827.392,invalid,11.106,11.122
11.160,-0.035,3.548,3.753,,,,,,3.539,,,,2827.392,2827.417,,11.131,11.142
11.180,-0.035,3.558,3.762,,,,,,3.548,,,,2827.417,2827.442,,11.156,11.161
11.200,-0.035,3.567,3.771,,,,,,3.558,,,,,,,,11.181
11.220,,3.576,3.780,,,,,,3.567,,,,2827.443,2827.469,invalid,11.183,11.201
11.240,-0.035,3.585,3.789,0.458,,,,,3.576,,,,2827.469,2827.494,invalid,11.208,11.222
11.260,,3.595,3.799,,,,,,3.585,,,,2827.494,2827.519,,11.232,11.242
11.280,,3.604,3.808,0.458,,,,,3.595,,,,2827.519,2827.545,,11.259,11.262
11.300,,3.613,3.817,,0.453,,,,3.604,,,,,,,,11.282
11.320,-0.036,3.622,3.826,,,,,,3.613,,,,2827.545,2827.570,,11.284,11.301
11.340,,3.631,3.836,,,,,,3.622,,,,2827.570,2827.597,invalid,11.310,11.321
11.361,-0.036,3.641,3.843,0.464,,,,,3.631,,,,2827.597,2827.621,,11.335,11.341
11.380,-0.036,3.650,3.854,,,,,,3.641,,,,,,,,11.362
11.400,-0.036,3.660,3.862,,0.458,,,,3.650,,,,2827.621,2827.648,invalid,11.361,11.381
11.420,-0.037,3.670,3.871,,,,,,3.660,,,,2827.648,2827.673,invalid,11.386,11.401
11.440,-0.038,3.679,3.880,,,,,,3.670,,,,2827.673,2827.699,invalid,11.412,11.421
11.461,-0.038,3.688,3.890,,,,,,3.679,,,,2827.699,2827.724,invalid,11.437,11.441
11.480,-0.038,3.697,3.899,,,,,,3.688,,,,,,,,11.462
11.500,-0.039,3.706,3.908,,0.453,,,,3.697,,,,2827.724,2827.750,invalid,11.463,11.481
11.520,-0.039,3.716,3.917,,,,,,3.706,,,,2827.750,2827.775,invalid,11.488,11.501
11.540,-0.039,3.725,3.926,,,,,,3.716,,,,2827.775,2827.801,invalid,11.515,11.522
11.561,-0.039,3.734,3.936,,0.458,,,,3.725,,,,2827.801,2827.826,invalid,11.539,11.541
11.580,-0.040,3.743,3.945,,,,,,3.734,,,,,,,,11.562
11.600,-0.040,3.753,3.954,,,,,,3.743,,,,2827.826,2827.853,invalid,11.566,11.581
11.620,-0.040,3.762,3.962,,,,,,3.753,,,,2827.853,2827.877,invalid,11.591,11.601
11.640,-0.040,3.771,3.973,,,,,,3.762,,,,2827.878,2827.902,invalid,11.616,11.622
11.660,-0.040,3.780,3.980,0.469,0.453,,,,3.771,,,,,,,,11.641
11.680,-0.041,3.791,3.990,,,,,,3.780,,,,2827.903,2827.929,invalid,11.643,11.662
11.700,-0.041,3.800,3.999,,,,,,3.791,,,,2827.929,2827.954,invalid,11.668,11.681
11.720,-0.041,3.809,4.008,,,,,,3.800,,,,2827.954,2827.979,invalid,11.693,11.701
11.740,-0.041,3.818,4.017,,0.458,,,,3.809,,,,2827.979,2828.006,invalid,11.719,11.722
11.761,-0.042,3.828,4.027,,,,,,3.818,,,,,,,,11.741
11.780,-0.042,3.838,4.036,,,,,,3.828,,,,2828.006,2828.031,,11.744,11.762
11.800,-0.042,3.847,4.045,,,,,,3.838,,,,2828.031,2828.056,invalid,11.770,11.781
11.820,-0.043,3.857,4.054,,,,,,3.847,,,,2828.056,2828.083,invalid,11.796,11.801
11.840,-0.043,3.866,4.063,,,,,,3.857,,,,,,,,11.822
11.860,-0.044,3.875,4.073,0.474,,,,,3.866,,,,2828.083,2828.108,invalid,11.821,11.841
11.880,-0.044,3.884,4.082,,,,,,3.875,,,,2828.108,2828.133,invalid,11.846,11.862
11.900,-0.045,3.894,4.091,0.469,0.464,,,,3.884,,,,2828.133,2828.159,,11.873,11.882
11.920,-0.046,3.903,4.100,,,,,,3.894,,,,2828.160,2828.184,invalid,11.898,11.902
11.940,-0.046,3.912,4.110,0.469,,,,,3.903,,,,,,,,11.922
11.960,-0.047,3.923,4.119,,,,,,3.912,,,,2828.185,2828.209,invalid,11.923,11.941
11.980,-0.047,3.932,4.128,,,,,,3.923,,,,2828.210,2828.236,invalid,11.950,11.961
12.000,-0.047,3.941,4.137,,0.458,,,,3.932,,,,2828.236,2828.261,invalid,11.975,11.981
12.020,-0.047,3.950,4.146,,,,,,3.941,,,,2828.261,2828.286,invalid,12.000,12.001
12.040,-0.048,3.959,4.156,,,,,,3.950,,,,,,,,12.021
12.060,,3.969,4.165,,,,,,3.959,,,,2828.286,2828.313,invalid,12.026,12.041
12.080,,3.978,4.174,0.474,,,,,3.969,,,,2828.313,2828.338,invalid,12.051,12.061
12.100,-0.048,3.988,4.183,,,,,,3.978,,,,2828.338,2828.363,invalid,12.076,12.081
12.120,-0.048,3.998,4.193,0.469,,,,,3.988,,,,,,,,12.101
12.140,-0.048,4.007,4.202,0.469,,,,,3.998,,,,2828.363,2828.389,,12.103,12.122
12.160,-0.049,4.016,4.211,,,,,,4.007,,,,2828.390,2828.415,invalid,12.128,12.141
12.180,-0.049,4.025,4.220,,,,,,4.016,,,,2828.415,2828.440,invalid,12.153,12.162
12.200,,,,,,,,12.167
12.220,-0.050,4.044,4.239,,,,,,4.034,,,,,,,,12.201
12.240,-0.050,4.053,4.248,,0.464,,,,4.044,,,,2828.467,2828.491,,12.205,12.221
12.260,-0.051,4.062,4.257,,,,,,4.053,,,,2828.492,2828.516,invalid,12.230,12.241
