time,yaw,right,auto,enabled,bb_irq_ts,tof_dist,tof_fpga_ts,tof_ts,Filter,Timestamp,/RealOutputs/ToF/Distance/0,/RealOutputs/ToF/Distance/1
845.748,0,0,0,0,0,970,845.728012,4090.262695,TRUE,4090.262695,970,0
845.768,0,0,0,0,0,965,845.748046,4090.301758,TRUE,4090.301758,965,0
845.808,0,0,0,0,0,976,845.788114,4090.34082,TRUE,4090.34082,976,0
845.848,0,0,0,0,0,968,845.828071,4090.379883,TRUE,4090.379883,968,0
845.888,845.848068,0,0,0,0,975,845.868083,4090.418945,TRUE,4090.418945,975,0
845.928,0,0,0,0,0,974,845.908077,4090.459717,TRUE,4090.459717,974,0
845.968,845.928296,0,0,0,0,984,845.948089,4090.498779,TRUE,4090.498779,984,0
846.008,0,0,0,0,0,973,845.988046,4090.537842,TRUE,4090.537842,973,0
846.048,0,0,0,0,0,979,846.028132,4090.576904,TRUE,4090.576904,979,0
846.088,0,0,0,0,0,970,846.068071,4090.615967,TRUE,4090.615967,970,0
846.128,846.08803,0,0,0,0,983,846.108101,4090.655029,TRUE,4090.655029,983,0
846.168,846.128024,0,0,0,0,972,846.14804,4090.694092,TRUE,4090.694092,972,0
846.208,0,0,0,0,0,976,846.188033,4090.733154,TRUE,4090.733154,976,0
846.248,0,0,0,0,0,962,846.228009,4090.772461,TRUE,4090.772461,962,0
846.288,0,0,0,0,0,974,846.268002,4090.812988,TRUE,4090.812988,974,0
846.328,846.288036,0,0,0,0,967,846.308033,4090.852051,TRUE,4090.852051,967,0
846.368,0,0,0,0,0,975,846.348009,4090.891113,TRUE,4090.891113,975,0
846.408,0,0,0,0,0,963,846.38804,4090.930176,TRUE,4090.930176,963,0
846.448,0,0,0,0,0,979,846.428052,4090.969482,TRUE,4090.969482,979,0
846.488,0,0,0,0,0,970,846.468157,4091.008545,TRUE,4091.008545,970,0
846.528,0,0,0,0,0,979,846.508021,4091.047607,TRUE,4091.047607,979,0
846.568,0,0,0,0,0,968,846.547996,4091.08667,TRUE,4091.08667,968,0
846.608,0,0,0,0,0,985,846.588027,4091.125732,TRUE,4091.125732,985,0
846.648,0,0,0,0,0,980,846.628002,4091.16626,TRUE,4091.16626,980,0
846.728,0,0,0,0,0,974,846.708027,4091.244629,TRUE,4091.244629,974,0
846.768,0,0,0,0,0,976,846.748002,4091.283691,TRUE,4091.283691,976,0
846.808,0,0,0,0,0,987,846.788015,4091.322754,TRUE,4091.322754,987,0
846.828,0,0,0,0,0,975,846.808123,4091.361816,TRUE,4091.361816,975,0
846.868,846.828101,0,0,0,0,970,846.848061,4091.400879,TRUE,4091.400879,970,0
846.908,0,0,0,0,0,980,846.888055,4091.439941,TRUE,4091.439941,980,0
846.948,846.908015,0,0,0,0,976,846.928011,4091.480713,TRUE,4091.480713,976,0
846.988,0,0,0,0,0,972,846.968525,4091.519775,TRUE,4091.519775,972,0
847.028,0,0,0,0,0,971,847.008036,4091.558838,TRUE,4091.558838,971,0
847.068,0,0,0,0,0,975,847.04803,4091.5979,TRUE,4091.5979,975,0
847.108,0,0,0,0,0,973,847.088024,4091.636963,TRUE,4091.636963,973,0
847.148,0,0,0,0,0,980,847.128092,4091.676025,TRUE,4091.676025,980,0
847.188,0,0,0,0,0,971,847.168048,4091.715088,TRUE,4091.715088,971,0
847.228,0,0,0,0,0,975,847.208042,4091.75415,TRUE,4091.75415,975,0
847.268,0,0,0,0,0,968,847.247999,4091.794678,TRUE,4091.794678,968,0
847.308,847.268126,0,0,0,0,975,847.288048,4091.83374,TRUE,4091.83374,975,0
847.348,0,0,0,0,0,967,847.328079,4091.872803,TRUE,4091.872803,967,0
847.388,0,0,0,0,0,977,847.368036,4091.911865,TRUE,4091.911865,977,0
847.428,0,0,0,0,0,980,847.40803,4091.950928,TRUE,4091.950928,980,0
847.468,0,0,0,0,0,973,847.448098,4091.98999,TRUE,4091.98999,973,0
847.508,0,0,0,0,0,965,847.488203,4092.029053,TRUE,4092.029053,965,0
847.548,0,0,0,0,0,968,847.528011,4092.068115,TRUE,4092.068115,968,0
847.588,0,0,0,0,0,977,847.568042,4092.108643,TRUE,4092.108643,977,0
847.628,0,0,0,0,0,965,847.608017,4092.147705,TRUE,4092.147705,965,0
847.668,0,0,0,0,0,967,847.647993,4092.186768,TRUE,4092.186768,967,0
847.708,0,0,0,TRUE,0,976,847.688784,4092.22583,TRUE,4092.22583,976,0
