time,yaw,right,auto,enabled,bb_irq_ts,tof_dist,tof_fpga_ts,tof_ts,Filter,Timestamp,/RealOutputs/ToF/Distance/0,/RealOutputs/ToF/Distance/1
695.025,0,0,0,0,0,1177,695.005274,3939.55542,TRUE,3939.55542,1177,0
695.065,0,0,0,0,0,1175,695.044785,3939.595947,TRUE,3939.595947,1175,0
695.105,0,0,0,0,0,1169,695.084798,3939.635254,TRUE,3939.635254,1169,0
695.145,0,0,0,0,0,1172,695.124921,3939.674316,TRUE,3939.674316,1172,0
695.185,0,0,0,0,0,1178,695.164767,3939.713379,TRUE,3939.713379,1178,0
695.225,0,0,0,0,0,1167,695.204779,3939.752441,TRUE,3939.752441,1167,0
695.264,695.224998,0,0,0,0,1163,695.24507,3939.791504,TRUE,3939.791504,1163,0
695.305,695.264881,0,0,0,0,1166,695.284767,3939.830566,TRUE,3939.830566,1166,0
695.345,0,0,0,0,0,1175,695.324797,3939.869629,TRUE,3939.869629,1175,0
695.385,0,0,0,0,0,1172,695.364773,3939.910156,TRUE,3939.910156,1172,0
695.425,695.384825,0,0,0,0,1169,695.404841,3939.949219,TRUE,3939.949219,1169,0
695.464,0,0,0,0,0,1170,695.444779,3939.988281,TRUE,3939.988281,1170,0
695.505,0,0,0,0,0,1187,695.48481,3940.027344,TRUE,3940.027344,1187,0
695.545,0,0,0,0,0,1178,695.524785,3940.066406,TRUE,3940.066406,1178,0
695.584,0,0,0,0,0,1169,695.56489,3940.105469,TRUE,3940.105469,1169,0
695.625,0,0,0,0,0,1162,695.604865,3940.144531,TRUE,3940.144531,1162,0
695.665,0,0,0,0,0,1173,695.644841,3940.183594,TRUE,3940.183594,1173,0
695.705,695.664875,0,0,0,0,1168,695.684816,3940.224365,TRUE,3940.224365,1168,0
695.745,695.704887,0,0,0,0,1171,695.724791,3940.263428,TRUE,3940.263428,1171,0
695.785,0,0,0,0,0,1169,695.764748,3940.30249,TRUE,3940.30249,1169,0
695.825,695.784763,0,0,0,0,1174,695.804797,3940.341553,TRUE,3940.341553,1174,0
695.865,0,0,0,0,0,1175,695.844902,3940.380615,TRUE,3940.380615,1175,0
695.905,695.864899,0,0,0,0,1173,695.884896,3940.419678,TRUE,3940.419678,1173,0
695.945,695.9048,0,0,0,0,1182,695.924779,3940.45874,TRUE,3940.45874,1182,0
695.984,0,0,0,0,0,1173,695.964847,3940.497803,TRUE,3940.497803,1173,0
696.025,0,0,0,0,0,1184,696.004896,3940.538574,TRUE,3940.538574,1184,0
696.065,0,0,0,0,0,1168,696.045725,3940.577637,TRUE,3940.577637,1168,0
696.084,0,0,0,0,0,1180,696.06498,3940.616699,TRUE,3940.616699,1180,0
696.125,0,0,0,0,0,1170,696.104806,3940.655762,TRUE,3940.655762,1170,0
696.164,0,0,0,0,0,1185,696.144986,3940.694824,TRUE,3940.694824,1185,0
696.205,696.164779,0,0,0,0,1169,696.184887,3940.733887,TRUE,3940.733887,1169,0
696.245,696.205236,0,0,0,0,1168,696.224806,3940.772949,TRUE,3940.772949,1168,0
696.285,0,0,0,0,0,1178,696.265078,3940.812012,TRUE,3940.812012,1178,0
696.325,0,0,0,0,0,1177,696.305258,3940.852539,TRUE,3940.852539,1177,0
696.365,0,0,0,0,0,1172,696.345066,3940.891602,TRUE,3940.891602,1172,0
696.405,0,0,0,0,0,1163,696.384782,3940.930664,TRUE,3940.930664,1163,0
696.445,0,0,0,0,0,1185,696.424775,3940.969727,TRUE,3940.969727,1185,0
696.485,0,0,0,0,0,1179,696.464769,3941.008789,TRUE,3941.008789,1179,0
696.525,696.484877,0,0,0,0,1169,696.504782,3941.048096,TRUE,3941.048096,1169,0
696.564,0,0,0,0,0,1177,696.544794,3941.087158,TRUE,3941.087158,1177,0
696.605,0,0,0,0,0,1195,696.58488,3941.126221,TRUE,3941.126221,1195,0
696.645,0,0,0,0,0,1170,696.624911,3941.166748,TRUE,3941.166748,1170,0
696.685,696.644927,0,0,0,0,1171,696.664775,3941.205811,TRUE,3941.205811,1171,0
696.764,696.724896,0,0,0,0,1160,696.744837,3941.283936,TRUE,3941.283936,1160,0
696.805,0,0,0,0,0,1176,696.784794,3941.322998,TRUE,3941.322998,1176,0
696.845,0,0,0,0,0,1167,696.824788,3941.362061,TRUE,3941.362061,1167,0
696.885,0,0,0,0,0,1169,696.864763,3941.401123,TRUE,3941.401123,1169,0
696.925,0,0,0,0,0,1165,696.904924,3941.440186,TRUE,3941.440186,1165,0
696.965,0,0,0,0,0,1184,696.944899,3941.480957,TRUE,3941.480957,1184,0
697.005,0,0,0,0,0,1188,696.984818,3941.52002,TRUE,3941.52002,1188,0
697.045,0,0,0,0,0,1179,697.025035,3941.559082,TRUE,3941.559082,1179,0
697.085,0,0,0,0,0,1164,697.064769,3941.598145,TRUE,3941.598145,1164,0
697.125,0,0,0,0,0,1169,697.1048,3941.637207,TRUE,3941.637207,1169,0
697.145,0,0,0,0,0,1171,697.124871,3941.67627,TRUE,3941.67627,1171,0
697.185,697.145072,0,0,0,0,1176,697.165162,3941.715332,TRUE,3941.715332,1176,0
697.225,697.184787,0,0,0,0,1188,697.204859,3941.755859,TRUE,3941.755859,1188,0
697.264,0,0,0,0,0,1172,697.245038,3941.794922,TRUE,3941.794922,1172,0
697.305,0,0,0,0,0,1173,697.28479,3941.834229,TRUE,3941.834229,1173,0
697.345,0,0,0,0,0,1168,697.324821,3941.873291,TRUE,3941.873291,1168,0
697.385,0,0,0,0,0,1184,697.364945,3941.912354,TRUE,3941.912354,1184,0
697.425,0,0,0,0,0,1167,697.404883,3941.951416,TRUE,3941.951416,1167,0
697.464,697.424843,0,0,0,0,1178,697.444858,3941.990479,TRUE,3941.990479,1178,0
697.505,0,0,0,0,0,1171,697.484797,3942.029541,TRUE,3942.029541,1171,0
697.585,697.544917,0,0,0,0,1164,697.564747,3942.109131,TRUE,3942.109131,1164,0
697.625,0,0,0,0,0,1173,697.604797,3942.148193,TRUE,3942.148193,1173,0
697.665,0,0,0,0,0,1176,697.644809,3942.187256,TRUE,3942.187256,1176,0
697.705,0,0,0,0,0,1173,697.68484,3942.226318,TRUE,3942.226318,1173,0
697.745,697.704874,0,0,0,0,1174,697.724778,3942.265381,TRUE,3942.265381,1174,0
697.785,697.744775,0,0,0,0,1173,697.764735,3942.304443,TRUE,3942.304443,1173,0
697.825,0,0,0,0,0,1196,697.804784,3942.344971,TRUE,3942.344971,1196,0
697.864,0,0,0,0,0,1167,697.844815,3942.384033,TRUE,3942.384033,1167,0
697.905,697.864738,0,0,0,0,1174,697.88479,3942.423096,TRUE,3942.423096,1174,0
697.945,0,0,0,0,0,1185,697.924765,3942.462158,TRUE,3942.462158,1185,0
697.985,0,0,0,0,0,1159,697.964741,3942.501221,TRUE,3942.501221,1159,0
698.025,0,0,0,0,0,1183,698.004827,3942.540527,TRUE,3942.540527,1183,0
698.064,698.024769,0,0,0,0,1188,698.045118,3942.57959,TRUE,3942.57959,1188,0
698.105,698.064855,0,0,0,0,1184,698.084852,3942.618652,TRUE,3942.618652,1184,0
698.145,0,0,0,0,0,1193,698.124809,3942.65918,TRUE,3942.65918,1193,0
698.185,0,0,0,0,0,1169,698.164951,3942.698242,TRUE,3942.698242,1169,0
698.225,698.184781,0,0,0,0,1178,698.204778,3942.737305,TRUE,3942.737305,1178,0
698.245,0,0,0,0,0,1164,698.224867,3942.776367,TRUE,3942.776367,1164,0
698.285,698.244809,0,0,0,0,1171,698.26488,3942.81543,TRUE,3942.81543,1171,0
698.325,0,0,0,0,0,1177,698.304929,3942.854492,TRUE,3942.854492,1177,0
698.365,0,0,0,0,0,1168,698.344775,3942.893555,TRUE,3942.893555,1168,0
698.405,0,0,0,0,0,1172,698.384787,3942.932617,TRUE,3942.932617,1172,0
698.444,0,0,0,0,0,1178,698.425096,3942.973389,TRUE,3942.973389,1178,0
698.485,0,0,0,0,0,1171,698.465071,3943.012451,TRUE,3943.012451,1171,0
698.525,0,0,0,0,0,1170,698.504991,3943.051514,TRUE,3943.051514,1170,0
698.565,0,0,0,0,0,1171,698.544929,3943.090576,TRUE,3943.090576,1171,0
698.605,0,0,0,0,0,1173,698.584886,3943.129639,TRUE,3943.129639,1173,0
698.645,0,0,0,0,0,1177,698.624787,3943.168701,TRUE,3943.168701,1177,0
698.685,0,0,0,0,0,1166,698.665003,3943.207764,TRUE,3943.207764,1166,0
698.725,0,0,0,0,0,1172,698.705053,3943.246826,TRUE,3943.246826,1172,0
698.765,0,0,0,0,0,1173,698.744805,3943.287598,TRUE,3943.287598,1173,0
698.805,0,0,0,0,0,1177,698.784781,3943.32666,TRUE,3943.32666,1177,0
698.845,0,0,0,0,0,1167,698.824793,3943.365723,TRUE,3943.365723,1167,0
698.885,0,0,0,0,0,1184,698.864879,3943.404785,TRUE,3943.404785,1184,0
698.925,0,0,0,0,0,1167,698.904781,3943.443848,TRUE,3943.443848,1167,0
698.965,0,0,0,0,0,1175,698.94483,3943.48291,TRUE,3943.48291,1175,0
699.005,698.964938,0,0,0,0,1171,698.984824,3943.521973,TRUE,3943.521973,1171,0
699.045,0,0,0,0,0,1164,699.024762,3943.561035,TRUE,3943.561035,1164,0
699.085,0,0,0,0,0,1174,699.064793,3943.601563,TRUE,3943.601563,1174,0
699.125,0,0,0,0,0,1181,699.104861,3943.640625,TRUE,3943.640625,1181,0
699.165,0,0,0,0,0,1169,699.144855,3943.679688,TRUE,3943.679688,1169,0
699.205,0,0,0,0,0,1193,699.18483,3943.71875,TRUE,3943.71875,1193,0
699.245,0,0,0,0,0,1177,699.224805,3943.757813,TRUE,3943.757813,1177,0
699.265,0,0,0,0,0,1170,699.245284,3943.796875,TRUE,3943.796875,1170,0
699.325,0,0,0,0,0,1162,699.304867,3943.835938,TRUE,3943.835938,1162,0
699.345,0,0,0,0,0,1171,699.325068,3943.876465,TRUE,3943.876465,1171,0
699.385,0,0,0,0,0,1182,699.364839,3943.915527,TRUE,3943.915527,1182,0
