Timestamp,/RealOutputs/ToF/Distance,/RealOutputs/ToF/Distance2,/RealOutputs/ToF/Distance/0,/RealOutputs/ToF/Distance/1,/RealOutputs/ToF/Distance/length,/RealOutputs/ToF/FPGA,/RealOutputs/ToF/NT_Delta,/RealOutputs/ToF/NT_Time,/RealOutputs/ToF/Timestamps,/RealOutputs/ToF/Timestamps2,/RealOutputs/ToF/Timestamps3,/RealOutputs/ToF/Timestamps/0,/RealOutputs/ToF/Timestamps/1,/RealOutputs/ToF/Timestamps/2,/RealOutputs/ToF/Timestamps/length,/RealOutputs/Drive/LeftPositionMeters,/RealOutputs/Drive/LeftSetpointMetersPerSec,/RealOutputs/Drive/LeftVelocityMetersPerSec,/RealOutputs/Drive/RightPositionMeters,/RealOutputs/Drive/RightSetpointMetersPerSec,/RealOutputs/Drive/RightVelocityMetersPerSec,/RealOutputs/Odometry/Robot,/RealOutputs/Odometry/Robot/rotation/value
30.409768,695,673,695,673,2,30.410696,-0.00163399999999925,30.41233,408.389343261719,408.409362792969,408.429351806641,408.389343261719,408.409362792969,408.429351806641,3,5.86525726318359,-1.42442416972699E-07,4.31240749359131,-3.69295179325491E-07,48-4d-4f-6d-b4-ca-01-c0-2c-f2-b9-d3-f4-6a-00-c0-c3-07-38-af-e4-b8-08-c0,-3.09027993097058,-2.22397694967518,-2.05222478305065
30.429691,695,673,695,673,2,30.43047,0.0181399999999989,30.41233,408.389343261719,408.409362792969,408.429351806641,408.389343261719,408.409362792969,408.429351806641,3,5.86525726318359,-1.42442416972699E-07,4.31240749359131,-3.69295179325491E-07,48-4d-4f-6d-b4-ca-01-c0-2c-f2-b9-d3-f4-6a-00-c0-c3-07-38-af-e4-b8-08-c0,-3.09027993097058,-2.22397694967518,-2.05222478305065
30.449688,694,685,694,685,2,30.450782,-0.00156899999999993,30.452351,408.429351806641,408.449371337891,408.469360351563,408.429351806641,408.449371337891,408.469360351563,3,5.86525726318359,-1.42442416972699E-07,4.31240749359131,-3.69295179325491E-07,48-4d-4f-6d-b4-ca-01-c0-2c-f2-b9-d3-f4-6a-00-c0-20-95-ac-3a-89-b8-08-c0,-3.09010549391918,-2.22397694967518,-2.05222478305065
30.469703,694,685,694,685,2,30.470519,0.0181679999999993,30.452351,408.429351806641,408.449371337891,408.469360351563,408.429351806641,408.449371337891,408.469360351563,3,5.86525726318359,-1.42442416972699E-07,4.31240749359131,-3.69295179325491E-07,48-4d-4f-6d-b4-ca-01-c0-2c-f2-b9-d3-f4-6a-00-c0-38-95-62-a2-2d-b8-08-c0,-3.08993079055167,-2.22397694967518,-2.05222478305065
30.489811,694,685,694,685,2,30.490683,0.0383320000000005,30.452351,408.429351806641,408.449371337891,408.469360351563,408.429351806641,408.449371337891,408.469360351563,3,5.86525726318359,-1.42442416972699E-07,4.31240749359131,-3.69295179325491E-07,48-4d-4f-6d-b4-ca-01-c0-2c-f2-b9-d3-f4-6a-00-c0-96-22-d7-2d-d2-b7-08-c0,-3.08975635350027,-2.22397694967518,-2.05222478305065
30.509697,693,933,693,933,2,30.510569,0.0166210000000007,30.493948,408.469390869141,408.490966796875,408.510955810547,408.469390869141,408.490966796875,408.510955810547,3,5.86525726318359,-1.42442416972699E-07,4.31240749359131,-3.69295179325491E-07,48-4d-4f-6d-b4-ca-01-c0-2c-f2-b9-d3-f4-6a-00-c0-38-95-62-a2-2d-b8-08-c0,-3.08993079055167,-2.22397694967518,-2.05222478305065
30.529694,693,933,693,933,2,30.530566,0.0366180000000007,30.493948,408.469390869141,408.490966796875,408.510955810547,408.469390869141,408.490966796875,408.510955810547,3,5.86525726318359,-1.42442416972699E-07,4.31240749359131,-3.69295179325491E-07,48-4d-4f-6d-b4-ca-01-c0-2c-f2-b9-d3-f4-6a-00-c0-38-95-62-a2-2d-b8-08-c0,-3.08993079055167,-2.22397694967518,-2.05222478305065
30.549672,698,676,698,676,2,30.550451,0.0164790000000004,30.533972,408.510986328125,408.530975341797,408.550994873047,408.510986328125,408.530975341797,408.550994873047,3,5.86525726318359,-1.42442416972699E-07,4.31240749359131,-3.69295179325491E-07,48-4d-4f-6d-b4-ca-01-c0-2c-f2-b9-d3-f4-6a-00-c0-38-95-62-a2-2d-b8-08-c0,-3.08993079055167,-2.22397694967518,-2.05222478305065
30.569706,698,676,698,676,2,30.570522,0.0365500000000019,30.533972,408.510986328125,408.530975341797,408.550994873047,408.510986328125,408.530975341797,408.550994873047,3,5.86525726318359,-1.42442416972699E-07,4.31240749359131,-3.69295179325491E-07,48-4d-4f-6d-b4-ca-01-c0-2c-f2-b9-d3-f4-6a-00-c0-96-22-d7-2d-d2-b7-08-c0,-3.08975635350027,-2.22397694967518,-2.05222478305065
30.589703,697,669,697,669,2,30.590501,0.0165140000000008,30.573987,408.550994873047,408.571014404297,408.591003417969,408.550994873047,408.571014404297,408.591003417969,3,5.86525726318359,-1.42442416972699E-07,4.31240749359131,-3.69295179325491E-07,48-4d-4f-6d-b4-ca-01-c0-2c-f2-b9-d3-f4-6a-00-c0-f3-af-4b-b9-76-b7-08-c0,-3.08958191644887,-2.22397694967518,-2.05222478305065
30.6097,697,669,697,669,2,30.610535,0.0365479999999998,30.573987,408.550994873047,408.571014404297,408.591003417969,408.550994873047,408.571014404297,408.591003417969,3,5.86525726318359,-1.42442416972699E-07,4.31240749359131,-3.69295179325491E-07,48-4d-4f-6d-b4-ca-01-c0-2c-f2-b9-d3-f4-6a-00-c0-69-3d-76-ac-bf-b6-08-c0,-3.08923277602996,-2.22397694967518,-2.05222478305065
