Timestamp,/RealOutputs/ToF/Distance,/RealOutputs/ToF/Distance2,/RealOutputs/ToF/Distance/0,/RealOutputs/ToF/Distance/1,/RealOutputs/ToF/Distance/length,/RealOutputs/ToF/FPGA,/RealOutputs/ToF/NT_Delta,/RealOutputs/ToF/NT_Time,/RealOutputs/ToF/Timestamps,/RealOutputs/ToF/Timestamps2,/RealOutputs/ToF/Timestamps3,/RealOutputs/ToF/Timestamps/0,/RealOutputs/ToF/Timestamps/1,/RealOutputs/ToF/Timestamps/2,/RealOutputs/ToF/Timestamps/length,/RealOutputs/Drive/LeftPositionMeters,/RealOutputs/Drive/LeftSetpointMetersPerSec,/RealOutputs/Drive/LeftVelocityMetersPerSec,/RealOutputs/Drive/RightPositionMeters,/RealOutputs/Drive/RightSetpointMetersPerSec,/RealOutputs/Drive/RightVelocityMetersPerSec,/RealOutputs/Odometry/Robot,/RealOutputs/Odometry/Robot/rotation/value
25.389711,841,806,841,806,2,25.390509,0.0337350000000001,25.356774,403.333801269531,403.353790283203,403.373779296875,403.333801269531,403.353790283203,403.373779296875,3,3.4812216758728,0,1.97434818744659,0,cc-2a-d6-e0-8a-b3-bf-3f-57-46-42-15-1e-ea-fc-bf-af-ef-d8-7d-1a-0a-08-c0,-3.0049333412007,0.123833351032015,-1.80715759567501
25.409727,847,616,847,616,2,25.410599,0.0138270000000027,25.396772,403.373809814453,403.393798828125,403.413787841797,403.373809814453,403.393798828125,403.413787841797,3,3.4812216758728,0,1.97434818744659,0,cc-2a-d6-e0-8a-b3-bf-3f-57-46-42-15-1e-ea-fc-bf-0c-7d-4d-09-bf-09-08-c0,-3.0047589041493,0.123833351032015,-1.80715759567501
25.429705,847,616,847,616,2,25.43054,0.033768000000002,25.396772,403.373809814453,403.393798828125,403.413787841797,403.373809814453,403.393798828125,403.413787841797,3,3.4812216758728,0,1.97434818744659,0,cc-2a-d6-e0-8a-b3-bf-3f-57-46-42-15-1e-ea-fc-bf-af-ef-d8-7d-1a-0a-08-c0,-3.0049333412007,0.123833351032015,-1.80715759567501
25.449721,1112,821,1112,821,2,25.450611,0.0138389999999973,25.436772,403.413787841797,403.433807373047,403.453796386719,403.413787841797,403.433807373047,403.453796386719,3,3.4812216758728,0,1.97434818744659,0,cc-2a-d6-e0-8a-b3-bf-3f-57-46-42-15-1e-ea-fc-bf-0c-7d-4d-09-bf-09-08-c0,-3.0047589041493,0.123833351032015,-1.80715759567501
25.46968,1112,821,1112,821,2,25.470608,0.0338359999999973,25.436772,403.413787841797,403.433807373047,403.453796386719,403.413787841797,403.433807373047,403.453796386719,3,3.4812216758728,0,1.97434818744659,0,cc-2a-d6-e0-8a-b3-bf-3f-57-46-42-15-1e-ea-fc-bf-af-ef-d8-7d-1a-0a-08-c0,-3.0049333412007,0.123833351032015,-1.80715759567501
25.489752,849,540,849,540,2,25.490568,0.0137989999999988,25.476769,403.453796386719,403.473785400391,403.493774414063,403.453796386719,403.473785400391,403.493774414063,3,3.4812216758728,0,1.97434818744659,0,cc-2a-d6-e0-8a-b3-bf-3f-57-46-42-15-1e-ea-fc-bf-af-ef-d8-7d-1a-0a-08-c0,-3.0049333412007,0.123833351032015,-1.80715759567501
25.509711,849,540,849,540,2,25.510565,0.0337959999999988,25.476769,403.453796386719,403.473785400391,403.493774414063,403.453796386719,403.473785400391,403.493774414063,3,3.4812216758728,0,1.97434818744659,0,cc-2a-d6-e0-8a-b3-bf-3f-57-46-42-15-1e-ea-fc-bf-af-ef-d8-7d-1a-0a-08-c0,-3.0049333412007,0.123833351032015,-1.80715759567501
25.529727,852,625,852,625,2,25.530636,0.0138680000000022,25.516768,403.493804931641,403.513793945313,403.533782958984,403.493804931641,403.513793945313,403.533782958984,3,3.4812216758728,0,1.97434818744659,0,cc-2a-d6-e0-8a-b3-bf-3f-57-46-42-15-1e-ea-fc-bf-0c-7d-4d-09-bf-09-08-c0,-3.0047589041493,0.123833351032015,-1.80715759567501
25.549816,852,625,852,625,2,25.550837,0.0340690000000024,25.516768,403.493804931641,403.513793945313,403.533782958984,403.493804931641,403.513793945313,403.533782958984,3,3.4812216758728,0,1.97434818744659,0,cc-2a-d6-e0-8a-b3-bf-3f-57-46-42-15-1e-ea-fc-bf-0c-7d-4d-09-bf-09-08-c0,-3.0047589041493,0.123833351032015,-1.80715759567501
25.569684,1136,782,1136,782,2,25.570537,0.0137640000000019,25.556773,403.533782958984,403.553802490234,403.573791503906,403.533782958984,403.553802490234,403.573791503906,3,3.4812216758728,0,1.97434818744659,0,cc-2a-d6-e0-8a-b3-bf-3f-57-46-42-15-1e-ea-fc-bf-af-ef-d8-7d-1a-0a-08-c0,-3.0049333412007,0.123833351032015,-1.80715759567501
