Timestamp,/RealOutputs/ToF/Distance,/RealOutputs/ToF/Distance2,/RealOutputs/ToF/Distance/0,/RealOutputs/ToF/Distance/1,/RealOutputs/ToF/Distance/length,/RealOutputs/ToF/FPGA,/RealOutputs/ToF/NT_Delta,/RealOutputs/ToF/NT_Time,/RealOutputs/ToF/Timestamps,/RealOutputs/ToF/Timestamps2,/RealOutputs/ToF/Timestamps3,/RealOutputs/ToF/Timestamps/0,/RealOutputs/ToF/Timestamps/1,/RealOutputs/ToF/Timestamps/2,/RealOutputs/ToF/Timestamps/length,/RealOutputs/Drive/LeftPositionMeters,/RealOutputs/Drive/LeftSetpointMetersPerSec,/RealOutputs/Drive/LeftVelocityMetersPerSec,/RealOutputs/Drive/RightPositionMeters,/RealOutputs/Drive/RightSetpointMetersPerSec,/RealOutputs/Drive/RightVelocityMetersPerSec,/RealOutputs/Odometry/Robot,/RealOutputs/Odometry/Robot/rotation/value
44.389734,390,741,390,741,2,44.390347,0.0225499999999954,44.367797,422.344818115234,422.364837646484,422.384796142578,422.344818115234,422.364837646484,422.384796142578,3,6.28668165206909,6.15491924094158E-09,4.60220241546631,-2.57627334576682E-07,10-76-3b-b9-bf-9b-04-c0-d2-47-6c-06-74-13-fc-bf-b5-70-60-af-d3-14-08-40,3.01016938221991,-2.57604927742683,-1.75474932202313
44.409713,385,967,385,967,2,44.410306,0.000928000000001816,44.409378,422.384826660156,422.406402587891,422.426391601563,422.384826660156,422.406402587891,422.426391601563,3,6.28668165206909,6.15491924094158E-09,4.60220241546631,-2.57627334576682E-07,10-76-3b-b9-bf-9b-04-c0-d2-47-6c-06-74-13-fc-bf-58-e3-eb-23-2f-15-08-40,3.01034381927131,-2.57604927742683,-1.75474932202313
44.429691,385,967,385,967,2,44.43034,0.0209620000000044,44.409378,422.384826660156,422.406402587891,422.426391601563,422.384826660156,422.406402587891,422.426391601563,3,6.28668165206909,6.15491924094158E-09,4.60220241546631,-2.57627334576682E-07,10-76-3b-b9-bf-9b-04-c0-d2-47-6c-06-74-13-fc-bf-b5-70-60-af-d3-14-08-40,3.01016938221991,-2.57604927742683,-1.75474932202313
44.449688,388,740,388,740,2,44.450356,0.000979000000000951,44.449377,422.426391601563,422.446411132813,422.466400146484,422.426391601563,422.446411132813,422.466400146484,3,6.28668165206909,6.15491924094158E-09,4.60220241546631,-2.57627334576682E-07,10-76-3b-b9-bf-9b-04-c0-d2-47-6c-06-74-13-fc-bf-b5-70-60-af-d3-14-08-40,3.01016938221991,-2.57604927742683,-1.75474932202313
44.469703,388,740,388,740,2,44.47039,0.0210130000000035,44.449377,422.426391601563,422.446411132813,422.466400146484,422.426391601563,422.446411132813,422.466400146484,3,6.28668165206909,6.15491924094158E-09,4.60220241546631,-2.57627334576682E-07,10-76-3b-b9-bf-9b-04-c0-d2-47-6c-06-74-13-fc-bf-b5-70-60-af-d3-14-08-40,3.01016938221991,-2.57604927742683,-1.75474932202313
44.4897,390,955,390,955,2,44.490331,0.000957999999997128,44.489373,422.466400146484,422.486389160156,422.506378173828,422.466400146484,422.486389160156,422.506378173828,3,6.28668165206909,6.15491924094158E-09,4.60220241546631,-2.57627334576682E-07,10-76-3b-b9-bf-9b-04-c0-d2-47-6c-06-74-13-fc-bf-b5-70-60-af-d3-14-08-40,3.01016938221991,-2.57604927742683,-1.75474932202313
44.509697,390,955,390,955,2,44.510291,0.0209180000000018,44.489373,422.466400146484,422.486389160156,422.506378173828,422.466400146484,422.486389160156,422.506378173828,3,6.28668165206909,6.15491924094158E-09,4.60220241546631,-2.57627334576682E-07,10-76-3b-b9-bf-9b-04-c0-d2-47-6c-06-74-13-fc-bf-58-e3-eb-23-2f-15-08-40,3.01034381927131,-2.57604927742683,-1.75474932202313
44.529713,381,970,381,970,2,44.530306,-0.000647999999998206,44.530954,422.506408691406,422.527984619141,422.547973632813,422.506408691406,422.527984619141,422.547973632813,3,6.28668165206909,6.15491924094158E-09,4.60220241546631,-2.57627334576682E-07,10-76-3b-b9-bf-9b-04-c0-d2-47-6c-06-74-13-fc-bf-b5-70-60-af-d3-14-08-40,3.01016938221991,-2.57604927742683,-1.75474932202313
44.549673,381,970,381,970,2,44.550433,0.0194789999999969,44.530954,422.506408691406,422.527984619141,422.547973632813,422.506408691406,422.527984619141,422.547973632813,3,6.28668165206909,6.15491924094158E-09,4.60220241546631,-2.57627334576682E-07,10-76-3b-b9-bf-9b-04-c0-d2-47-6c-06-74-13-fc-bf-b5-70-60-af-d3-14-08-40,3.01016938221991,-2.57604927742683,-1.75474932202313
44.569707,388,746,388,746,2,44.570374,-0.000571000000000765,44.570945,422.547973632813,422.567962646484,422.587951660156,422.547973632813,422.567962646484,422.587951660156,3,6.28668165206909,6.15491924094158E-09,4.60220241546631,-2.57627334576682E-07,10-76-3b-b9-bf-9b-04-c0-d2-47-6c-06-74-13-fc-bf-b5-70-60-af-d3-14-08-40,3.01016938221991,-2.57604927742683,-1.75474932202313
